タイムスタンプ,授業名の頭文字で選択してください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業の全体感について教えてください [単位取得のしやすさ],授業の全体感について教えてください [高評価の取得のしやすさ],授業の全体感について教えてください [授業の面白さ],出欠は取りますか？,課題(リアぺ含む)・小テストはありましたか？(あったものを選択してください),課題(リアぺ含む)や小テストがある場合、その難易度や負担はどの程度でしたか？,試験の有無について教えてください,試験や期末レポートがあった場合、その難易度や負担はどの程度でしたか？,この授業の口コミやアドバイスを教えてください(自由記述)
2021/9/3 20:55,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,複合領域の理工学入門,,,,,,,アルマザン カバジェーロ， ホルヘ／大村 亮／柿沼 康弘／桂 誠一郎／須藤 亮／高橋 正樹／チッテリオ， ダニエル／寺川 光洋／中西 美和／舟橋 啓／牧 英之／三木 則尚／満倉 靖恵,,,,,,,,,,,,3,5(しやすい、面白い),5(しやすい、面白い),なし,リアクションペーパー,普通,なし,,毎回のリアペが意外と大変
2021/9/3 20:55,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文化人類学Ⅰ,,,,,,,,,,,法橋 量,,,,,,,,4,3,1(しにくい、面白くない),あり,特になし,,ペーパーテスト,楽,"主に日本、ドイツ、フィンランドの民俗学を学ぶ。先生が授業に慣れていないのか、話がだらだらしていて全然頭に入ってこなかった。真剣に聞けば面白いと思う。テストは持ち込みOKの論述問題なのでレジュメをプリントアウトしてそれっぽいことを書けば楽に単位がもらえる。"
2021/9/3 20:56,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,澤田 唯人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),あり,リアクションペーパー,楽,期末レポート,普通,ものすごくタメになる授業だったので、履修をお勧めします！履修中は、全世界の人がこの講義を受ければいいのにとさえ思っていました笑　先生は生徒の負担を考えてくれたら、生徒の声に耳を傾けてくれるので、単位は取りやすい方だと思います。
2021/9/3 20:56,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,大島 英幹,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),3,4,なし,特になし,,なし,,唯一の課題にプレゼンがある。内容を早くから考えておかないと対応できない。
2021/9/3 20:56,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,田谷 修一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,小テスト,楽,ペーパーテスト,楽,授業が本当に面白いです。心理学の先生なので，生徒の心理を汲み取り，楽しませる授業を作ってくださってます。
2021/9/3 20:57,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,塩澤 寛樹,,,,,,,,,,,,,4,3,3,なし,特になし,,期末レポート,普通,"仏教美術。オンデマンド授業で、毎回レジュメとその解説音声が送られてくる。期末レポートは２つの課題で構成されていた。1つ目は、授業で扱ったトピックを2つ以上選んで内容を合計800字でまとめる。２つ目は、選んだトピック同士の関連する問題やテーマについて述べる。字数は1500とかだったはず。私が選んだトピックは最低限の2つだったが、本を2冊程読んでレジュメも踏まえつつ書いたらSがきた。仏教美術に興味がある人には是非おすすめしたい。"
2021/9/3 20:58,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政治学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊藤 隆太,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,特になし,,期末レポート,楽,単純に授業内容も面白く、期末レポもA4一枚で楽勝でした〜
2021/9/3 20:58,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗教学Ⅰ,,,,,,,,,,,,,,,,,,,志田 雅宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1(しにくい、面白くない),4,なし,小テスト,楽,期末レポート,きつい,普段の授業はとても興味深く、講義時間は長めでしたが、面白かったので毎週すぐに見終わりました。ただ期末レポートが本当にきついです
2021/9/3 20:59,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,長田 進,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,3,なし,特になし,楽,期末レポート,普通,"声質的に聞き取りにくくはありますが、滑舌が悪いわけではないです。ほぼ期末レポートで成績が決まります。参考文献を授業で与えられたPDFのみで乗り切っても、聞かれていることにきちんと答えられていれば単位は来ます。恐らく。"
2021/9/3 20:59,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,表象文化論Ⅰ,,,,,,,,岡田 尚文／杉原 賢彦／福田 桃子,,,,,,,,,,,3,2,3,なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,楽,楽しかった。指定の映画観なくても授業は楽しい。
2021/9/3 20:59,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,統計学Ⅰ,,,,,,,森井 真広,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,優しそうな先生です。時々，授業中にお子さんの声が聞こえてきたのが微笑ましかったです。課題管理はしっかりされています。
2021/9/3 21:00,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,澤田 唯人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,リアクションペーパー,普通,期末レポート,楽,秋学期ないのが残念。全生徒に受けてほしいくらい考え方が変わった。先生の考え方が素敵すぎた。
2021/9/3 21:01,か行,,,,,,,言語学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,平沢 慎也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,なし,小テスト,楽,オンラインテスト,楽,小テスト受けていれば落としはしない
2021/9/3 21:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,3,3,2,あり,リアクションペーパー,きつい,期末レポート,普通,"春学期は古代ギリシャ・ローマ〜新古典主義までやるが、ルネサンスは軽くしか触れず秋学期に飛ばされるため、ルネサンスを学びたい人は春学期は取らない方がいいと思う。先生はとても優しいが、リアペがキツすぎる。毎回授業の要約を400字以上でしなければならないし偶に絵画の鑑賞文を書く課題も出される。"
2021/9/3 21:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,特になし,,期末レポート,楽,様々な教科に繋がる論理学を学べる。期末レポートをしっかり解いて出せば、まずSが来る。友達と協力してもOK 授業自体も面白いので、聞けるだけ聞いて飽きたらレポートだけやるのもあり
2021/9/3 21:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法学Ⅰ（憲法を含む）,,,,,,,,,,,,,金尾 悠香,,,,,,3,3,3,なし,特になし,,期末レポート,普通,契約や不法行為について学んだ。身近な事例で法律を学ぶこともある。授業でやったことを理解すれば期末レポートも書ける。授業中に突然当てられるが、成績に関係は無さそう。
2021/9/3 21:03,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジェンダー論Ⅰ,柏崎 千佳子／長沖 暁子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,"期末レポートは課題図書を読んで書くものだった。課題の点数が学期中に公開されるので成績の予想ができて良い。ジェンダー論の授業内容はどれも現代社会で考えやすく、タメになるものばかりだった。全人類ジェンダー論を学ぶべきだと思う。"
2021/9/3 21:03,か行,,,,,,,言語学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,平沢 慎也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,小テスト,普通,オンラインテスト,普通,小テストでしっかり点数を取れば期末テストは受けなくても大丈夫。小テストは、リアぺだけでは解けないようになっている。また、毎週、決まった時間に10分で小テストを受けないといけないのは少し大変だった。
2021/9/3 21:04,か行,,,,,,,近代思想史Ⅰ,,,,,,,,,,,勝又 章夫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,なし,特になし,,期末レポート,きつい,"①前半は民族はどのように形成されたか、後半はチェコナショナリズムについて。②③毎回30分程度の動画が送られます。自分は毎回3時間弱かけて教授が話した内容ほぼ全てメモしましたが、毎回メモする必要もなかったようで、期末レポートは春学期後半の内容を要約するものでした。高評価が欲しければとにかく脳死でディクテーションしましょう。④彼はひたすら原稿を読みます。滑舌も良いとは言えませんが、回を重ねるごとに編集技術が上がります。教授が可愛く感じます。⑤思い出せません。⑥自分は民族形成について興味があったので受講し続けられましたが、それでも半ばヤケクソでした。一緒に受けた友達は途中で諦めました。逆に言えば大学教授らしい教授です。オンライン授業を受ける単調な日々の中で自分は大学生だと実感することができる貴重な時間でした。こんな授業もアリだな…と思える人は受けてみてはどうでしょうか。"
2021/9/3 21:06,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物理学Ⅰ（実験を含む）,,,,,,,,,松浦 壮,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,あり,課題(問題演習や小レポート、プレゼンテーションなど),きつい,なし,,毎回のレポートがきつかった。授業は、物理が好きな人はとても楽しそうだった。期末試験はないので、物理が苦手でも、頑張れば高成績を取ることができる。
2021/9/3 21:06,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,長田 進,,,,,,,,,,,,,,,,,,,,,,,,,,4,5(しやすい、面白い),4,あり,特になし,,期末レポート,普通,(オンライン)①地理的観点から見る立地論が主でした。②毎週オンデマンドの動画と授業プリントが配信され、それのダウンロード状況と視聴割合が成績に含められます。これは確実にやっておいた方が良いです。授業プリントは穴埋め形式で動画を見て埋める形式です。③3000文字程の期末レポートは3つの問いに分かれていて、授業プリントと配信を何となく見ていれば書けると思います。
2021/9/3 21:06,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学Ⅰ,,,,,,,,,,,,小菅 隼人,,,,,,,3,2,2,あり,リアクションペーパー,楽,ペーパーテスト,普通,"シェイクスピアが書いたものをある程度読んでいないと楽しめないかも。シェイクスピア好きには簡単な授業だったかも。期末テストは過去問通りで嬉しかった。テストは結構良い出来だと思っていたのに成績はAだった。小菅さん嫌いじゃない。演劇について語り合いたい。"
2021/9/3 21:08,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,白野 陽子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1(しにくい、面白くない),2,なし,"小テスト, リアクションペーパー",楽,オンラインテスト,きつい,期末試験がキツい。それに尽きる。先生の声は聴き心地がいいし、内容も面白かった。
2021/9/3 21:08,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政治学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,松浦 淳介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1(しにくい、面白くない),1(しにくい、面白くない),4,なし,"課題(問題演習や小レポート、プレゼンテーションなど), 小テスト",普通,期末レポート,きつい,楽単だと思わないほうがいい。落胆します。
2021/9/3 21:08,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,田中 あや,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),2,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,①オンデマンド、1回10分の回もある。話は興味ある人なら面白いかも。レジュメを一言一句違わず読み上げてるから見る意味はない。②③授業見たんだなとわかる程度のレポートでA来た。
2021/9/3 21:08,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法学Ⅰ（憲法を含む）,,,,,,,,,,,,,神野 潔,,,,,,5(しやすい、面白い),4,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,普通,真面目に取り組む人にとっては高評価が取りやすいと思う。
2021/9/3 21:09,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,片山 杜秀,,,3,2,2,なし,特になし,,期末レポート,きつい,"ラジオ。1回1回のリアペがないから溜めてもOK。指定された教科書の内容が普通に面白かったから、期末レポートではその教科書をまとめただけで出したけどAくれた。毎回の課題ないからいいけど4000字レボートは楽じゃない。"
2021/9/3 21:10,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自然地理学Ⅰ,,,,,,,,,,,,,,,,丹羽 雄一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,なし,,今年はコロナで期末レポが無くなりました。通常だとあると思います。授業内容からのクイズが毎授業あり、それで評価されたようですが授業のパワポがダウンロード可能となっていて、それを見ながら解けば大丈夫です。
2021/9/3 21:11,か行,,,,,,,言語学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,平沢 慎也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,小テスト,楽,オンラインテスト,普通,ちゃんと授業を聞いて、小テスト前にちょっと先週の授業の振り替えをして、というのを繰り返せば小テストの点は取れます。（小テストの点数は成績に直結します）ただ、適当にやってると普通に難しいテストなので点数を取るのは難しいです。コツコツやっていけば確実にSがとれる科目ですし授業内容も興味深いです、
2021/9/3 21:11,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,土居 洋平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",楽,期末レポート,楽,授業はラジオみたいで面白いです。全13回の授業のうち6回リアペのような小レポートを書けば良くて、期末も書けば普通に成績くれます。小レポートは2問で1問は授業の要約のようなもの、もう1問は感想なので楽です。
2021/9/3 21:11,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,西山 晃生,,,,5(しやすい、面白い),2,1(しにくい、面白くない),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,なし,楽,単位自体は取りやすい。毎週出るオンデマンドの動画はつまらなかったけど、期末レポートは一つの授業さえ見てれば書ける。1600字以上のレポート。出せば単位はくるが、成績はBだった。
2021/9/3 21:11,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,障害者雇用の現状と将来,,,,,,,,,,,,,,,,,,,,,中島 隆信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,あり,リアクションペーパー,楽,なし,,①企業の方をゲストに招いて講義を受ける形式。オンデマンド&zoomの形式。リアペは授業日の23:59までに提出。②リアペ3~4回出しそびれたが、次回のリアペに出し忘れた分を謝罪とともに貼ったらAが来た。③授業中に質問すると加点される。
